IndivID,,,,
1,1,1,1,7
2,2,1,1,5
3,3,1,1,8
4,4,1,1,6
5,5,2,2,7
6,6,2,2,7
21,7,2,2,8
22,8,2,2,8
23,9,3,3,7
24,10,3,3,6
25,11,3,3,7
26,12,3,3,5
78,13,4,4,8
79,14,4,4,6
80,15,4,4,7
81,16,4,4,5
82,17,5,5,5
83,18,5,5,5
86,19,5,5,8
87,20,5,5,6
88,21,6,6,5
89,22,6,6,7
90,23,6,6,8
91,24,6,6,7
103,25,7,21,6
104,26,7,21,5
105,27,7,21,6
106,28,7,21,6
107,29,8,22,7
108,30,8,22,5
117,31,8,22,7
118,32,8,22,5
119,33,9,23,5
120,34,9,23,6
121,35,9,23,6
122,36,9,23,5
127,37,10,24,5
128,38,10,24,7
129,39,10,24,5
130,40,10,24,6
131,41,11,25,5
132,42,11,25,6
171,43,11,25,5
172,44,11,25,5
173,45,12,26,6
174,46,12,26,6
175,47,12,26,5
176,48,12,26,7
241,49,13,78,5
242,50,13,78,8
243,51,13,78,6
244,52,13,78,7
245,53,14,79,8
246,54,14,79,8
263,55,14,79,8
264,56,14,79,5
265,57,15,80,7
266,58,15,80,6
267,59,15,80,5
268,60,15,80,5
308,61,16,81,8
309,62,16,81,5
310,63,16,81,7
311,64,16,81,8
312,65,17,82,6
313,66,17,82,7
341,67,17,82,6
342,68,17,82,7
343,69,18,83,5
344,70,18,83,7
345,71,18,83,6
346,72,18,83,8
401,73,19,86,8
402,74,19,86,5
403,75,19,86,6
404,76,19,86,6
405,77,20,87,7
406,78,20,87,8
442,79,20,87,5
443,80,20,87,7
444,81,21,88,5
445,82,21,88,7
446,83,21,88,5
447,84,21,88,7
480,85,22,89,5
481,86,22,89,7
482,87,22,89,7
483,88,22,89,5
484,89,23,90,5
485,90,23,90,7
528,91,23,90,7
529,92,23,90,8
530,93,24,91,6
531,94,24,91,8
532,95,24,91,5
533,96,24,91,7
555,97,25,103,8
556,98,25,103,7
557,99,25,103,8
558,100,25,103,8
559,101,26,104,8
560,102,26,104,6
580,103,26,104,5
581,104,26,104,8
582,105,27,105,5
583,106,27,105,8
584,107,27,105,7
585,108,27,105,5
614,109,28,106,5
615,110,28,106,6
616,111,28,106,5
617,112,28,106,8
618,113,29,107,7
619,114,29,107,5
674,115,29,107,5
675,116,29,107,5
676,117,30,108,8
677,118,30,108,6
678,119,30,108,6
679,120,30,108,6
726,121,31,117,7
727,122,31,117,7
728,123,31,117,5
729,124,31,117,6
730,125,32,118,5
731,126,32,118,5
745,127,32,118,7
746,128,32,118,6
747,129,33,119,8
748,130,33,119,8
749,131,33,119,5
750,132,33,119,7
788,133,34,120,8
789,134,34,120,6
790,135,34,120,8
791,136,34,120,5
792,137,35,121,6
793,138,35,121,6
799,139,35,121,7
800,140,35,121,7
801,141,36,122,5
802,142,36,122,5
803,143,36,122,6
804,144,36,122,7
820,145,37,127,7
821,146,37,127,8
822,147,37,127,5
823,148,37,127,5
824,149,38,128,7
825,150,38,128,5
888,151,38,128,5
889,152,38,128,6
890,153,39,129,6
891,154,39,129,6
892,155,39,129,6
893,156,39,129,6
941,157,40,130,6
942,158,40,130,8
943,159,40,130,6
944,160,40,130,5
945,161,41,131,8
946,162,41,131,6
995,163,41,131,5
996,164,41,131,6
997,165,42,132,8
998,166,42,132,6
999,167,42,132,5
1000,168,42,132,8
1009,169,43,171,5
1010,170,43,171,5
1011,171,43,171,6
1012,172,43,171,7
1013,173,44,172,8
1014,174,44,172,8
1045,175,44,172,8
1046,176,44,172,6
1047,177,45,173,8
1048,178,45,173,7
1049,179,45,173,7
1050,180,45,173,6
1062,181,46,174,6
1063,182,46,174,5
1064,183,46,174,8
1065,184,46,174,5
1066,185,47,175,7
1067,186,47,175,5
1107,187,47,175,5
1108,188,47,175,6
1109,189,48,176,8
1110,190,48,176,5
1111,191,48,176,7
1112,192,48,176,7
1141,193,49,241,6
1142,194,49,241,7
1143,195,49,241,7
1144,196,49,241,8
1145,197,50,242,5
1146,198,50,242,8
1153,199,50,242,7
1154,200,50,242,8
1155,201,51,243,8
1156,202,51,243,6
1157,203,51,243,5
1158,204,51,243,5
1161,205,52,244,8
1162,206,52,244,7
1163,207,52,244,7
1164,208,52,244,5
1165,209,53,245,5
1166,210,53,245,6
1175,211,53,245,8
1176,212,53,245,5
1177,213,54,246,7
1178,214,54,246,5
1179,215,54,246,8
1180,216,54,246,8
1197,217,55,263,8
1198,218,55,263,6
1199,219,55,263,7
1200,220,55,263,8
1201,221,56,264,6
1202,222,56,264,7
1260,223,56,264,5
1261,224,56,264,5
1262,225,57,265,6
1263,226,57,265,5
1264,227,57,265,6
1265,228,57,265,8
1317,229,58,266,8
1318,230,58,266,5
1319,231,58,266,8
1320,232,58,266,8
1321,233,59,267,7
1322,234,59,267,6
1370,235,59,267,8
1371,236,59,267,6
1372,237,60,268,8
1373,238,60,268,5
1374,239,60,268,5
1375,240,60,268,6
1383,241,61,308,6
1384,242,61,308,5
1385,243,61,308,7
1386,244,61,308,7
1387,245,62,309,6
1388,246,62,309,5
1416,247,62,309,5
1417,248,62,309,6
1418,249,63,310,6
1419,250,63,310,5
1420,251,63,310,7
1421,252,63,310,5
1447,253,64,311,6
1448,254,64,311,5
1449,255,64,311,5
1450,256,64,311,6
1451,257,65,312,5
1452,258,65,312,5
1505,259,65,312,8
1506,260,65,312,8
1507,261,66,313,8
1508,262,66,313,5
1509,263,66,313,6
1510,264,66,313,7
1513,265,67,341,7
1514,266,67,341,5
1515,267,67,341,5
1516,268,67,341,6
1517,269,68,342,8
1518,270,68,342,8
1544,271,68,342,7
1545,272,68,342,6
1546,273,69,343,7
1547,274,69,343,6
1548,275,69,343,7
1549,276,69,343,8
1554,277,70,344,5
1555,278,70,344,8
1556,279,70,344,7
1557,280,70,344,8
1558,281,71,345,8
1559,282,71,345,6
1586,283,71,345,7
1587,284,71,345,6
1588,285,72,346,8
1589,286,72,346,8
1590,287,72,346,7
1591,288,72,346,5
1648,289,73,401,7
1649,290,73,401,7
1650,291,73,401,5
1651,292,73,401,8
1652,293,74,402,5
1653,294,74,402,8
1658,295,74,402,7
1659,296,74,402,6
1660,297,75,403,6
1661,298,75,403,8
1662,299,75,403,6
1663,300,75,403,8
1675,301,76,404,8
1676,302,76,404,6
1677,303,76,404,5
1678,304,76,404,5
1679,305,77,405,6
1680,306,77,405,7
1683,307,77,405,5
1684,308,77,405,8
1685,309,78,406,5
1686,310,78,406,8
1687,311,78,406,8
1688,312,78,406,8
1729,313,79,442,5
1730,314,79,442,8
1731,315,79,442,7
1732,316,79,442,6
1733,317,80,443,8
1734,318,80,443,5
1788,319,80,443,5
1789,320,80,443,5
1790,321,81,444,6
1791,322,81,444,7
1792,323,81,444,7
1793,324,81,444,5
1843,325,82,445,7
1844,326,82,445,6
1845,327,82,445,7
1846,328,82,445,7
1847,329,83,446,7
1848,330,83,446,5
1887,331,83,446,6
1888,332,83,446,8
1889,333,84,447,8
1890,334,84,447,6
1891,335,84,447,8
1892,336,84,447,8
1893,337,85,480,8
1894,338,85,480,8
1895,339,85,480,8
1896,340,85,480,6
1897,341,86,481,8
1898,342,86,481,8
1938,343,86,481,5
1939,344,86,481,8
1940,345,87,482,5
1941,346,87,482,5
1942,347,87,482,5
1943,348,87,482,5
1946,349,88,483,6
1947,350,88,483,6
1948,351,88,483,8
1949,352,88,483,7
1950,353,89,484,7
1951,354,89,484,7
1961,355,89,484,5
1962,356,89,484,7
1963,357,90,485,5
1964,358,90,485,5
1965,359,90,485,6
1966,360,90,485,6
1989,361,91,528,8
1990,362,91,528,6
1991,363,91,528,7
1992,364,91,528,6
1993,365,92,529,7
1994,366,92,529,7
2006,367,92,529,5
2007,368,92,529,7
2008,369,93,530,7
2009,370,93,530,5
2010,371,93,530,8
2011,372,93,530,7
2048,373,94,531,7
2049,374,94,531,8
2050,375,94,531,7
2051,376,94,531,7
2052,377,95,532,8
